caregiver_id,shift_id,shift_start,shift_end,status,offered,applied,assigned,cancelled,declined,rejected,unapplied,cancelled_reason,invitation_notes,unavailability,read,last_invited,num_invites_sent
263929,132760361,00:00.0,00:00.0,unapplied,11:47.6,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:47.6,1
263976,132832941,00:00.0,00:00.0,cancelled,11:16.0,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:16.0,1
264024,132832941,00:00.0,00:00.0,cancelled,11:16.1,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:16.2,1
264025,132832941,00:00.0,00:00.0,cancelled,11:00.8,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:00.8,1
264042,132832941,00:00.0,00:00.0,cancelled,11:16.3,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:16.3,1
264057,132760361,00:00.0,00:00.0,unapplied,10:18.7,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,10:18.8,1
264125,132832941,00:00.0,00:00.0,cancelled,11:16.4,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:16.4,1
264137,132832941,00:00.0,00:00.0,cancelled,11:04.8,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:04.9,1
264170,132832941,00:00.0,00:00.0,cancelled,11:16.7,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:16.7,1
264224,132832941,00:00.0,00:00.0,cancelled,11:16.9,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:17.1,1
264324,132832941,00:00.0,00:00.0,cancelled,11:17.2,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:17.3,1
264337,132832941,00:00.0,00:00.0,cancelled,11:17.5,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:17.5,1
264363,132760361,00:00.0,00:00.0,unapplied,11:40.8,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:40.8,1
264521,132760361,00:00.0,00:00.0,unapplied,11:41.7,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:41.7,1
264612,132832941,00:00.0,00:00.0,cancelled,11:12.2,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:12.3,1
264799,132832941,00:00.0,00:00.0,cancelled,11:17.7,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:17.7,1
264894,132832941,00:00.0,00:00.0,cancelled,11:09.0,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:09.0,1
265037,132832941,00:00.0,00:00.0,cancelled,11:17.8,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:17.9,1
265139,132760361,00:00.0,00:00.0,unapplied,11:28.3,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:28.3,1
265205,132832941,00:00.0,00:00.0,cancelled,11:18.0,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:18.0,1
265238,132832941,00:00.0,00:00.0,cancelled,11:18.2,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:18.2,1
265377,132832941,00:00.0,00:00.0,cancelled,11:18.5,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:18.5,1
265424,132832941,00:00.0,00:00.0,cancelled,11:18.7,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:18.7,1
265451,132832941,00:00.0,00:00.0,cancelled,11:18.7,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:18.8,1
265482,132832941,00:00.0,00:00.0,cancelled,11:18.9,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:18.9,1
265533,132832941,00:00.0,00:00.0,cancelled,11:04.7,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:04.7,1
265644,132832941,00:00.0,00:00.0,cancelled,11:19.0,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:19.0,1
265668,132760361,00:00.0,00:00.0,unapplied,11:41.8,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:41.8,1
265678,132832941,00:00.0,00:00.0,cancelled,11:07.4,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:07.4,1
265718,132760361,00:00.0,00:00.0,unapplied,11:28.5,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:28.6,1
265727,132760361,00:00.0,00:00.0,unapplied,11:41.9,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:41.9,1
265757,132832941,00:00.0,00:00.0,cancelled,11:19.1,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:19.1,1
265795,132760361,00:00.0,00:00.0,unapplied,11:37.5,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:37.5,1
265811,132832941,00:00.0,00:00.0,cancelled,11:19.4,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:19.4,1
266145,132760361,00:00.0,00:00.0,unapplied,11:42.0,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:42.0,1
266157,132832941,00:00.0,00:00.0,cancelled,11:19.5,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:19.7,1
266263,132832941,00:00.0,00:00.0,cancelled,11:20.7,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:20.8,1
266379,132832941,00:00.0,00:00.0,rejected,NULL,11:26.0,NULL,NULL,NULL,58:12.4,NULL,NULL,NULL,0,NULL,NULL,NULL
266403,132832941,00:00.0,00:00.0,cancelled,11:06.2,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:06.2,1
266535,132832941,00:00.0,00:00.0,cancelled,11:20.9,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:20.9,1
268212,128961303,00:00.0,00:00.0,assigned,54:03.2,NULL,48:02.1,39:19.9,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
281026,133267268,00:00.0,00:00.0,assigned,02:10.0,NULL,02:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
281303,133268496,00:00.0,00:00.0,assigned,05:10.0,NULL,05:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
283538,132832941,00:00.0,00:00.0,cancelled,11:21.1,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:21.1,1
284964,132832941,00:00.0,00:00.0,cancelled,11:21.2,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:21.3,1
285024,132832941,00:00.0,00:00.0,cancelled,11:21.4,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:21.4,1
286342,132832941,00:00.0,00:00.0,cancelled,11:05.2,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:05.3,1
291534,132832941,00:00.0,00:00.0,cancelled,11:21.8,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:21.8,1
359288,132993333,00:00.0,00:00.0,assigned,24:10.0,NULL,24:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
393971,132993333,00:00.0,00:00.0,cancelled,49:10.0,NULL,49:10.0,19:13.4,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
398939,133524407,00:00.0,00:00.0,assigned,58:01.0,NULL,58:01.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
413592,133931363,00:00.0,00:00.0,assigned,14:00.1,NULL,14:00.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
423116,132832941,00:00.0,00:00.0,cancelled,11:22.2,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:22.2,1
427103,132760361,00:00.0,00:00.0,unapplied,11:40.3,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:40.3,1
427103,132832941,00:00.0,00:00.0,cancelled,11:22.4,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,38:51.3,11:22.4,1
472281,131329480,00:00.0,00:00.0,assigned,52:05.7,NULL,52:05.7,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
488620,132832941,00:00.0,00:00.0,cancelled,11:22.6,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,15:20.1,11:22.6,1
490490,132832941,00:00.0,00:00.0,cancelled,11:22.7,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,19:24.0,11:22.7,1
493240,132832941,00:00.0,00:00.0,cancelled,11:10.2,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:10.3,1
498394,132832941,00:00.0,00:00.0,cancelled,11:22.8,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:22.8,1
498420,132760361,00:00.0,00:00.0,unapplied,11:31.0,02:33.8,NULL,43:47.9,02:39.3,NULL,44:10.4,NULL,NULL,0,02:14.8,11:31.0,1
498504,132760361,00:00.0,00:00.0,unapplied,11:42.1,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:42.1,1
498511,132832941,00:00.0,00:00.0,cancelled,11:23.0,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:23.0,1
498583,132832941,00:00.0,00:00.0,cancelled,11:23.1,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:23.1,1
498979,132760361,00:00.0,00:00.0,unapplied,11:29.1,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,11:04.7,11:29.1,1
499176,132832941,00:00.0,00:00.0,cancelled,11:23.3,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:23.3,1
499389,132832941,00:00.0,00:00.0,cancelled,11:23.4,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:23.4,1
499582,132832941,00:00.0,00:00.0,cancelled,11:23.6,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:23.6,1
499673,132832941,00:00.0,00:00.0,cancelled,11:23.9,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:24.0,1
499693,132760361,00:00.0,00:00.0,unapplied,11:38.4,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:38.4,1
499801,132760361,00:00.0,00:00.0,unapplied,11:31.7,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:31.8,1
499856,132760361,00:00.0,00:00.0,unapplied,11:38.6,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,33:15.8,11:38.6,1
499862,132832941,00:00.0,00:00.0,cancelled,11:24.3,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:24.3,1
500003,132832941,00:00.0,00:00.0,cancelled,11:24.5,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:24.5,1
500125,132760361,00:00.0,00:00.0,cancelled,11:42.3,NULL,NULL,34:39.8,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:42.3,1
500409,132832941,00:00.0,00:00.0,cancelled,11:08.0,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:08.0,1
500465,132760361,00:00.0,00:00.0,unapplied,11:33.8,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:33.8,1
500494,132760361,00:00.0,00:00.0,unapplied,11:41.1,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:41.1,1
500686,132760361,00:00.0,00:00.0,unapplied,11:41.3,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:41.3,1
506643,132993369,00:00.0,00:00.0,assigned,14:11.0,NULL,14:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
513078,132832941,00:00.0,00:00.0,cancelled,11:13.7,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:13.7,1
513123,132832941,00:00.0,00:00.0,cancelled,11:11.1,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:11.1,1
518377,132591906,00:00.0,00:00.0,assigned,23:30.7,NULL,23:30.7,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
520365,132832941,00:00.0,00:00.0,cancelled,10:58.1,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,10:58.2,1
523815,132832941,00:00.0,00:00.0,cancelled,11:12.5,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:12.5,1
525777,132832941,00:00.0,00:00.0,cancelled,06:48.9,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,06:48.9,1
528311,132667743,00:00.0,00:00.0,assigned,59:49.2,NULL,59:49.2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
530912,132760361,00:00.0,00:00.0,unapplied,11:30.5,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:30.5,1
530946,131935253,00:00.0,00:00.0,assigned,14:10.0,NULL,14:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
531079,130772120,00:00.0,00:00.0,assigned,32:10.0,NULL,32:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
531145,133629193,00:00.0,00:00.0,assigned,23:10.0,NULL,23:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
531200,133557506,00:00.0,00:00.0,assigned,26:10.0,NULL,26:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
531330,128775932,00:00.0,00:00.0,assigned,08:10.0,NULL,08:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
553129,133067747,00:00.0,00:00.0,assigned,59:11.0,NULL,59:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
554216,132832941,00:00.0,00:00.0,cancelled,11:12.0,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:12.1,1
567783,132285686,00:00.0,00:00.0,assigned,09:28.7,NULL,09:28.7,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
568571,132612838,00:00.0,00:00.0,assigned,58:19.0,NULL,58:19.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
574383,132560276,00:00.0,00:00.0,assigned,30:52.6,NULL,30:52.6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
575039,132297066,00:00.0,00:00.0,assigned,25:21.9,NULL,25:21.9,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
575073,132567627,00:00.0,00:00.0,assigned,44:48.1,NULL,44:48.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
585761,132618616,00:00.0,00:00.0,assigned,02:19.0,NULL,02:19.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
587495,132293075,00:00.0,00:00.0,assigned,07:49.1,NULL,07:49.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
599822,132572685,00:00.0,00:00.0,assigned,50:06.1,NULL,50:06.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
600453,132595334,00:00.0,00:00.0,assigned,35:34.0,NULL,35:34.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
600638,132572416,00:00.0,00:00.0,assigned,49:28.7,NULL,49:28.7,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
600893,132573353,00:00.0,00:00.0,assigned,50:52.2,NULL,50:52.2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
601902,132371357,00:00.0,00:00.0,rejected,NULL,32:52.8,NULL,NULL,NULL,02:25.9,NULL,NULL,NULL,0,NULL,NULL,NULL
602207,132286918,00:00.0,00:00.0,assigned,39:25.9,NULL,08:42.7,20:25.0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
602505,132286163,00:00.0,00:00.0,assigned,19:28.3,NULL,19:28.3,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
603140,132371357,00:00.0,00:00.0,assigned,02:25.9,NULL,02:25.9,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
604148,132371307,00:00.0,00:00.0,assigned,39:58.1,NULL,39:58.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
607276,132529844,00:00.0,00:00.0,assigned,01:45.2,NULL,01:45.2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
619506,132760361,00:00.0,00:00.0,unapplied,11:41.4,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,22:07.5,11:41.5,1
620895,132832941,00:00.0,00:00.0,cancelled,11:07.6,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:07.7,1
622980,133278651,00:00.0,00:00.0,assigned,53:10.0,NULL,53:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
624449,132832941,00:00.0,00:00.0,cancelled,11:10.6,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:10.6,1
626357,132832941,00:00.0,00:00.0,cancelled,11:12.6,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,32:08.8,11:12.6,1
628483,132760361,00:00.0,00:00.0,unapplied,11:32.7,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:32.7,1
638022,132483077,00:00.0,00:00.0,assigned,07:40.2,NULL,07:40.2,NULL,NULL,NULL,NULL,NULL,NULL,0,05:15.2,NULL,NULL
640984,132760361,00:00.0,00:00.0,unapplied,11:39.9,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:40.0,1
643531,132601681,00:00.0,00:00.0,assigned,52:46.2,NULL,52:46.2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
644209,128961867,00:00.0,00:00.0,assigned,55:50.6,NULL,42:26.0,39:21.0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
644911,131893594,00:00.0,00:00.0,assigned,53:10.0,NULL,53:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
645715,132283637,00:00.0,00:00.0,assigned,35:35.0,NULL,35:35.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
646452,132760361,00:00.0,00:00.0,unapplied,11:33.9,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:33.9,1
646698,132608616,00:00.0,00:00.0,assigned,56:14.4,NULL,56:14.4,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
650844,132760361,00:00.0,00:00.0,unapplied,11:42.6,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:42.6,1
651036,132583966,00:00.0,00:00.0,assigned,07:19.0,NULL,07:19.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
651179,132760361,00:00.0,00:00.0,unapplied,11:40.9,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:41.0,1
652243,132602250,00:00.0,00:00.0,assigned,53:06.0,NULL,53:06.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
652638,132760361,00:00.0,00:00.0,unapplied,11:32.0,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:32.0,1
656274,132832941,00:00.0,00:00.0,cancelled,11:06.5,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,11:14.0,11:06.5,1
657296,132832941,00:00.0,00:00.0,cancelled,11:10.8,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:10.9,1
658289,132832941,00:00.0,00:00.0,cancelled,11:07.8,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:07.9,1
669627,132566985,00:00.0,00:00.0,assigned,32:03.5,NULL,32:03.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
669715,132569881,00:00.0,00:00.0,assigned,46:27.9,NULL,46:27.9,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
670648,132855857,00:00.0,00:00.0,assigned,14:11.0,NULL,11:13.0,08:21.9,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
670859,132851123,00:00.0,00:00.0,assigned,08:11.0,NULL,08:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
673755,132641878,00:00.0,00:00.0,assigned,54:54.9,NULL,54:54.9,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
693463,132568554,00:00.0,00:00.0,assigned,45:17.7,NULL,45:17.7,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
693893,132485196,00:00.0,00:00.0,assigned,09:38.8,NULL,09:38.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
696288,132457943,00:00.0,00:00.0,assigned,17:51.1,NULL,17:51.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
700809,132550270,00:00.0,00:00.0,assigned,15:08.7,NULL,15:08.7,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
702290,132536402,00:00.0,00:00.0,assigned,06:43.2,NULL,06:43.2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
703872,132832941,00:00.0,00:00.0,cancelled,04:55.0,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,04:55.0,1
706433,132539927,00:00.0,00:00.0,assigned,08:45.5,NULL,08:45.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
707907,132832941,00:00.0,00:00.0,cancelled,11:00.5,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:00.6,1
709406,132832941,00:00.0,00:00.0,cancelled,11:08.4,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:08.4,1
709529,132613135,00:00.0,00:00.0,cancelled,03:42.8,NULL,03:42.8,58:11.0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
710430,132760361,00:00.0,00:00.0,unapplied,11:42.7,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:42.7,1
722469,132358416,00:00.0,00:00.0,assigned,14:55.4,NULL,14:55.4,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
728711,132358423,00:00.0,00:00.0,assigned,14:56.9,NULL,14:56.9,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
736701,132613566,00:00.0,00:00.0,assigned,58:39.6,NULL,58:39.6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
739776,132832941,00:00.0,00:00.0,cancelled,11:04.2,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:04.2,1
749059,132558799,00:00.0,00:00.0,assigned,28:12.1,NULL,28:12.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
751305,132760361,00:00.0,00:00.0,unapplied,11:34.9,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,12:26.4,11:34.9,1
752198,132618740,00:00.0,00:00.0,assigned,02:24.4,NULL,02:24.4,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
753949,131956254,00:00.0,00:00.0,cancelled,07:24.9,NULL,07:24.9,16:07.8,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
756171,132283317,00:00.0,00:00.0,assigned,13:41.5,NULL,13:41.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
761975,132619605,00:00.0,00:00.0,assigned,08:18.8,NULL,08:18.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
764716,132760361,00:00.0,00:00.0,unapplied,11:35.4,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,36:03.8,11:35.4,1
766329,132617632,00:00.0,00:00.0,assigned,01:30.8,NULL,01:30.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
767813,128978698,00:00.0,00:00.0,unapplied,05:50.9,NULL,05:50.9,16:00.6,NULL,NULL,48:02.8,NULL,NULL,0,NULL,NULL,NULL
767964,132537131,00:00.0,00:00.0,assigned,06:58.7,NULL,06:58.7,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
768277,132760361,00:00.0,00:00.0,unapplied,11:42.8,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:42.9,1
768766,130843185,00:00.0,00:00.0,assigned,27:21.8,NULL,27:21.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
774818,132832941,00:00.0,00:00.0,cancelled,11:05.7,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:05.8,1
783760,132558859,00:00.0,00:00.0,assigned,28:13.4,NULL,28:13.4,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
786161,132760361,00:00.0,00:00.0,unapplied,11:29.9,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:29.9,1
786169,132832941,00:00.0,00:00.0,cancelled,11:06.9,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:06.9,1
786518,132760361,00:00.0,00:00.0,unapplied,11:43.0,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:43.0,1
786685,132538293,00:00.0,00:00.0,assigned,07:21.6,NULL,07:21.6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
790576,132358549,00:00.0,00:00.0,assigned,15:59.8,NULL,15:59.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
791665,132760361,00:00.0,00:00.0,assigned,11:29.5,39:00.3,12:14.2,44:10.4,NULL,NULL,NULL,NULL,NULL,0,38:48.1,37:28.6,2
791706,132832941,00:00.0,00:00.0,cancelled,10:58.6,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,10:58.6,1
792209,132832941,00:00.0,00:00.0,cancelled,11:01.0,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:01.1,1
792219,132760361,00:00.0,00:00.0,unapplied,11:41.2,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:41.3,1
